Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,
Actinomyces sp. BEED04 (1654.11),Actinomyces sp. BEED04 ,1654,1654.11,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-, Actinomyces sp. BEED04,
Actinomyces sp. HPA0247 (1203556.3),Actinomyces sp. HPA0247 ,1203556,1203556.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-, Actinomyces sp. HPA0247,
Actinomyces sp. ph3 (1118058.3),Actinomyces sp. ph3,1118058,1118058.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-,,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; Actinomyces sp. ph3
Actinomyces turicensis ACS-279-V-Col4 (883077.3),Actinomyces turicensis ACS-279-V-Col4 ,883077,883077.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces turicensis, Actinomyces turicensis ACS-279-V-Col4,
Actinomyces urogenitalis DSM 15434 (525246.3),Actinomyces urogenitalis DSM 15434 ,525246,525246.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces urogenitalis, Actinomyces urogenitalis DSM 15434,
Actinomyces urogenitalis S6-C4 (1284679.3),Actinomyces urogenitalis S6-C4 ,1284679,1284679.3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces urogenitalis, Actinomyces urogenitalis S6-C4,
Actinomyces viscosus C505 (562973.4),Actinomyces viscosus C505 ,562973,562973.4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces, Actinomyces viscosus, Actinomyces viscosus C505,
Acutalibacter muris strain KB18 (1796620.3),Acutalibacter muris strain KB18,1796620,1796620.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Acutalibacter muris,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Acutalibacter; Acutalibacter muris
Adlercreutzia equolifaciens DSM 19450 (1384484.3),Adlercreutzia equolifaciens DSM 19450 ,1384484,1384484.3,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia, Adlercreutzia equolifaciens, Adlercreutzia equolifaciens DSM 19450,
Aerococcus viridans ATCC 11563 (655812.3),Aerococcus viridans ATCC 11563 ,655812,655812.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus, Aerococcus viridans, Aerococcus viridans ATCC 11563 = CCUG 4311,
Aerococcus viridans LL1 (1175629.3),Aerococcus viridans LL1 ,1175629,1175629.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus, Aerococcus viridans, Aerococcus viridans LL1,
Aeromicrobium massiliense JC14 (1033730.6),Aeromicrobium massiliense JC14 ,1033730,1033730.6,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium, Aeromicrobium massiliense, Aeromicrobium massiliense JC14,
Aeromonas caviae Ae398 (878320.4),Aeromonas caviae Ae398 ,878320,878320.4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas caviae, Aeromonas caviae Ae398,
Aeromonas caviae strain FDAARGOS_72 (648.77),Aeromonas caviae strain FDAARGOS_72 ,648,648.77,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas caviae,,
Aeromonas caviae strain FDAARGOS_75 (648.76),Aeromonas caviae strain FDAARGOS_75 ,648,648.76,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas caviae,,
Aeromonas hydrophila ML09-119 (1288394.3),Aeromonas hydrophila ML09-119 ,1288394,1288394.3,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila, Aeromonas hydrophila ML09-119,
Aeromonas hydrophila strain AH10 (644.37),Aeromonas hydrophila strain AH10 ,644,644.37,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila,,
Aeromonas hydrophila strain RB-AH (644.34),Aeromonas hydrophila strain RB-AH ,644,644.34,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila,,
Aeromonas hydrophila subsp. hydrophila ATCC 7966 (380703.7),Aeromonas hydrophila subsp. hydrophila ATCC 7966 ,380703,380703.7,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas hydrophila, Aeromonas hydrophila subsp. hydrophila ATCC 7966,
Aeromonas media strain ARB13 (651.4),Aeromonas media strain ARB13 ,651,651.4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas media,,
Aeromonas media strain CECT 4232 (651.7),Aeromonas media strain CECT 4232 ,651,651.7,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas media,,
Aeromonas media WS (1208104.3),Aeromonas media WS ,1208104,1208104.3,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas media, Aeromonas media WS,
Aeromonas veronii AMC35 (1073385.3),Aeromonas veronii AMC35 ,1073385,1073385.3,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii, Aeromonas veronii AMC35,
Aeromonas veronii B565 (998088.4),Aeromonas veronii B565 ,998088,998088.4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii, Aeromonas veronii B565,
Aeromonas veronii strain AVNIH1 (654.48),Aeromonas veronii strain AVNIH1 ,654,654.48,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii,,
Aeromonas veronii strain CB51 (654.49),Aeromonas veronii strain CB51 ,654,654.49,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii,,
Aeromonas veronii strain TH0426 (654.45),Aeromonas veronii strain TH0426 ,654,654.45,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas, Aeromonas veronii,,
Afipia birgiae 34632 (1197906.5),Afipia birgiae 34632 ,1197906,1197906.5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia, Afipia birgiae, Afipia birgiae 34632,
Agathobaculum desmolans ATCC 43058 (1408437.6),Agathobaculum desmolans ATCC 43058 ,1408437,1408437.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum, Agathobaculum desmolans, Agathobaculum desmolans ATCC 43058,
Agathobaculum sp. Marseille-P7918 (2479843.3),Agathobaculum sp. Marseille-P7918,2479843,2479843.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Agathobaculum; Agathobaculum sp. Marseille-P7918
Aggregatibacter aphrophilus ATCC 33389 (985008.3),Aggregatibacter aphrophilus ATCC 33389 ,985008,985008.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus, Aggregatibacter aphrophilus ATCC 33389,
Aggregatibacter aphrophilus F0387 (679198.3),Aggregatibacter aphrophilus F0387 ,679198,679198.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus, Aggregatibacter aphrophilus F0387,
Aggregatibacter aphrophilus NJ8700 (634176.4),Aggregatibacter aphrophilus NJ8700 ,634176,634176.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus, Aggregatibacter aphrophilus NJ8700,
Aggregatibacter aphrophilus strain W10433 (732.8),Aggregatibacter aphrophilus strain W10433 ,732,732.8,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter, Aggregatibacter aphrophilus,,
Aggregatibacter sp. BEED05 (416916.59),Aggregatibacter sp. BEED05 ,416916,416916.59,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,-, Aggregatibacter sp. BEED05,
Agrobacterium tumefaciens F2 (1050720.3),Agrobacterium tumefaciens F2 ,1050720,1050720.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium, Agrobacterium tumefaciens, Agrobacterium tumefaciens F2,
Agrobacterium tumefaciens str. C58 (176299.3),Agrobacterium tumefaciens str. C58 ,176299,176299.3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium, Agrobacterium fabrum, Agrobacterium fabrum str. C58,
Akkermansia muciniphila ATCC BAA-835 (349741.6),Akkermansia muciniphila ATCC BAA-835 ,349741,349741.6,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila, Akkermansia muciniphila ATCC BAA-835,
Akkermansia muciniphila LFYP55 (6666666.201644),Akkermansia muciniphila LFYP55 ,239935,6666666.201644,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila, Akkermansia muciniphila LFYP55,
Akkermansia muciniphila strain Urmite (239935.4),Akkermansia muciniphila strain Urmite ,239935,239935.4,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila,,
Akkermansia muciniphila YL44 (239935.19),Akkermansia muciniphila YL44 ,239935,239935.19,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia, Akkermansia muciniphila,,
Akkermansia sp. KLE1797 (1574264.3),Akkermansia sp. KLE1797 ,1574264,1574264.3,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,-, Akkermansia sp. KLE1797,
Akkermansia sp. KLE1798 (1574265.3),Akkermansia sp. KLE1798 ,1574265,1574265.3,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,-, Akkermansia sp. KLE1798,
Alcaligenes faecalis strain NBIB-017 (511.9),Alcaligenes faecalis strain NBIB-017 ,511,511.9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes, Alcaligenes faecalis,,
Alcaligenes faecalis strain ZD02 (511.8),Alcaligenes faecalis strain ZD02 ,511,511.8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes, Alcaligenes faecalis,,
Alistipes finegoldii DSM 17242 (679935.3),Alistipes finegoldii DSM 17242 ,679935,679935.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes finegoldii, Alistipes finegoldii DSM 17242,
Alistipes indistinctus YIT 12060 (742725.3),Alistipes indistinctus YIT 12060 ,742725,742725.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes indistinctus, Alistipes indistinctus YIT 12060,
Alistipes onderdonkii DSM 19147 (1120974.3),Alistipes onderdonkii DSM 19147 ,1120974,1120974.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes onderdonkii, Alistipes onderdonkii DSM 19147,
Alistipes putredinis DSM 17216 (445970.5),Alistipes putredinis DSM 17216 ,445970,445970.5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes putredinis, Alistipes putredinis DSM 17216,
Alistipes shahii WAL 8301 (717959.3),Alistipes shahii WAL 8301 ,717959,717959.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes shahii, Alistipes shahii WAL 8301,
Alistipes sp. AL-1 (1499682.4),Alistipes sp. AL-1 ,1499682,1499682.4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-, Alistipes sp. AL-1,
Alistipes sp. AP11 (1211813.3),Alistipes sp. AP11 ,1211813,1211813.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes ihumii, Alistipes ihumii AP11,
Alistipes sp. HGB5 (908612.3),Alistipes sp. HGB5 ,908612,908612.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-, Alistipes sp. HGB5,
Alistipes sp. JC136 (1033731.3),Alistipes sp. JC136 ,1033731,1033731.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes timonensis, Alistipes timonensis JC136,
Alistipes sp. JC50 (1033732.3),Alistipes sp. JC50 ,1033732,1033732.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes senegalensis, Alistipes senegalensis JC50,
Alistipes sp. Marseille-P3084 (1871003.3),Alistipes sp. Marseille-P3084 ,1871003,1871003.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter, Tidjanibacter massiliensis,,
Alistipes sp. Marseille-P5997 (2364787.3),Alistipes sp. Marseille-P5997,2364787,2364787.3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-,,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes sp. Marseille-P5997
Alistipes timonensis JC136 (1033731.7),Alistipes timonensis JC136 ,1033731,1033731.7,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes, Alistipes timonensis, Alistipes timonensis JC136,
Ammoniphilus oxalaticus strain RAOx-1 (66863.3),Ammoniphilus oxalaticus strain RAOx-1,66863,66863.3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,Ammoniphilus oxalaticus,,Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Aneurinibacillus group; Ammoniphilus; Ammoniphilus oxalaticus
Anaerobaculum hydrogeniformans ATCC BAA-1850 (592015.5),Anaerobaculum hydrogeniformans ATCC BAA-1850 ,592015,592015.5,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium, Acetomicrobium hydrogeniformans, Acetomicrobium hydrogeniformans ATCC BAA-1850,
Anaerobiospirillum succiniciproducens DSM 6400 (1120988.3),Anaerobiospirillum succiniciproducens DSM 6400 ,1120988,1120988.3,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum, Anaerobiospirillum succiniciproducens, Anaerobiospirillum succiniciproducens DSM 6400,
Anaerobium acetethylicum strain GluBS11 (1619234.3),Anaerobium acetethylicum strain GluBS11 ,1619234,1619234.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobium, Anaerobium acetethylicum,,
Anaerococcus hydrogenalis ACS-025-V-Sch4 (879306.3),Anaerococcus hydrogenalis ACS-025-V-Sch4 ,879306,879306.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus hydrogenalis, Anaerococcus hydrogenalis ACS-025-V-Sch4,
Anaerococcus hydrogenalis DSM 7454 (561177.4),Anaerococcus hydrogenalis DSM 7454 ,561177,561177.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus hydrogenalis, Anaerococcus hydrogenalis DSM 7454,
Anaerococcus lactolyticus ATCC 51172 (525254.4),Anaerococcus lactolyticus ATCC 51172 ,525254,525254.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus lactolyticus, Anaerococcus lactolyticus ATCC 51172,
Anaerococcus prevotii ACS-065-V-Col13 (879305.3),Anaerococcus prevotii ACS-065-V-Col13 ,879305,879305.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus prevotii, Anaerococcus prevotii ACS-065-V-Col13,
Anaerococcus prevotii DSM 20548 (525919.6),Anaerococcus prevotii DSM 20548 ,525919,525919.6,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus prevotii, Anaerococcus prevotii DSM 20548,
Anaerococcus sp. 9402080 (938293.3),Anaerococcus sp. 9402080 ,938293,938293.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus provencensis,,
Anaerococcus sp. 9403502 (938294.3),Anaerococcus sp. 9403502 ,938294,938294.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus pacaensis, Anaerococcus pacaensis 9403502,
Anaerococcus sp. JC48 (1033733.3),Anaerococcus sp. JC48 ,1033733,1033733.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus senegalensis, Anaerococcus senegalensis JC48,
Anaerococcus sp. Marseille-P3557 (2057797.3),Anaerococcus sp. Marseille-P3557,2057797,2057797.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,-,,Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus sp. Marseille-P3557
Anaerococcus sp. Marseille-P3915 (2057799.3),Anaerococcus sp. Marseille-P3915,2057799,2057799.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,-,Anaerococcus sp. Marseille-P3915,Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; unclassified Anaerococcus; Anaerococcus sp. Marseille-P3915
Anaerococcus sp. ph10 (1118056.3),Anaerococcus sp. ph10 ,1118056,1118056.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus obesiensis, Anaerococcus obesiensis ph10,
Anaerococcus sp. PH9 (1118055.3),Anaerococcus sp. PH9 ,1118055,1118055.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,-, Anaerococcus sp. PH9,
Anaerococcus tetradius ATCC 35098 (525255.3),Anaerococcus tetradius ATCC 35098 ,525255,525255.3,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus tetradius, Anaerococcus tetradius ATCC 35098,
Anaerococcus vaginalis ATCC 51170 (655811.4),Anaerococcus vaginalis ATCC 51170 ,655811,655811.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus vaginalis, Anaerococcus vaginalis ATCC 51170,
Anaerococcus vaginalis LFYP127 (33037.4),Anaerococcus vaginalis LFYP127 ,33037,33037.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus, Anaerococcus vaginalis, Anaerococcus vaginalis LFYP127,
Anaerofilum sp. An201 strain An201 (1965588.3),Anaerofilum sp. An201 strain An201 ,1965588,1965588.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,-, Anaerofilum sp. An201,
Anaerofustis stercorihominis DSM 17244 (445971.6),Anaerofustis stercorihominis DSM 17244 ,445971,445971.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis, Anaerofustis stercorihominis, Anaerofustis stercorihominis DSM 17244,
Anaeromassilibacillus sp. Marseille-P3876 (2086583.3),Anaeromassilibacillus sp. Marseille-P3876,2086583,2086583.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaeromassilibacillus; Anaeromassilibacillus sp. Marseille-P3876
Anaeromassilibacillus sp. Marseille-P4683 (2041843.3),Anaeromassilibacillus sp. Marseille-P4683,2041843,2041843.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaeromassilibacillus; Anaeromassilibacillus sp. Marseille-P4683
Anaerostipes caccae DSM 14662 (411490.6),Anaerostipes caccae DSM 14662 ,411490,411490.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes, Anaerostipes caccae, Anaerostipes caccae DSM 14662,
Anaerostipes caccae LFYP115 (6666666.205276),Anaerostipes caccae LFYP115 ,105841,6666666.205276,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes, Anaerostipes caccae, Anaerostipes caccae LFYP115,
Anaerostipes hadrus DSM 3319 (649757.3),Anaerostipes hadrus DSM 3319 ,649757,649757.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes, Anaerostipes hadrus, Anaerostipes hadrus DSM 3319,
Anaerostipes hadrus LFYP4 (649756.66),Anaerostipes hadrus LFYP4 ,649756,649756.66,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes, Anaerostipes hadrus, Anaerostipes hadrus LFYP4,
Anaerostipes sp. 3_2_56FAA (665937.3),Anaerostipes sp. 3_2_56FAA ,665937,665937.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,-, Anaerostipes sp. 3_2_56FAA,
Anaerotruncus colihominis DSM 17241 (445972.6),Anaerotruncus colihominis DSM 17241 ,445972,445972.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus, Anaerotruncus colihominis, Anaerotruncus colihominis DSM 17241,
